term_id,concept_id,source_term,preferred_id,variants,rejected,scope,register,status,evidence,notes
PC2E-TERM-0171,concept-dividend,dividend,yang dibagi,dividen,,division,formal,accepted,m49348 division identity labeled figure and glossary,Prefer the transparent role phrase yang dibagi in reader prose and diagrams.
PC2E-TERM-0172,concept-divisor,divisor,pembagi,,,division,formal,accepted,m49348 division identity labeled figure and glossary,
PC2E-TERM-0173,concept-quotient,quotient,hasil bagi,,,division,formal,accepted,m49348 division identity labeled figure and glossary,
PC2E-TERM-0174,concept-remainder,remainder,sisa,,,division,formal,accepted,m49348 division identity labeled figure and glossary,
PC2E-TERM-0175,concept-polynomial-division-algorithm,Division Algorithm,Algoritma Pembagian Polinomial,Algoritma Pembagian,,polynomial division,formal,accepted,official 2024 Indonesian advanced-mathematics textbook p. 71 and m49348 formal note key equation and glossary,Use the expanded formal name in m49348; the nonzero condition applies to divisor d(x) and the remainder is zero or has degree below degree d.
PC2E-TERM-0176,concept-remainder-theorem,Remainder Theorem,Teorema Sisa,,,polynomial evaluation,formal,accepted,official 2024 Indonesian advanced-mathematics textbook physical PDF pp. 90-95 and m49349 theorem section and glossary,
PC2E-TERM-0177,concept-factor-theorem,Factor Theorem,Teorema Faktor,,,polynomial factorization,formal,accepted,official 2024 Indonesian advanced-mathematics textbook physical PDF pp. 95-99 and m49349 theorem section and glossary,
PC2E-TERM-0178,concept-rational-zero-theorem,Rational Zero Theorem,Teorema Nilai Nol Rasional,Teorema Akar Rasional,,polynomial zeros,formal,accepted,m49349 theorem statement worked examples key concepts and glossary,Prefer nilai nol for functions in this corpus; akar remains the equation-solving synonym.
PC2E-TERM-0179,concept-fundamental-theorem-of-algebra,Fundamental Theorem of Algebra,Teorema Dasar Aljabar,Teorema Fundamental Aljabar,,polynomial zeros over complex numbers,formal,accepted,m49349 theorem statement proof examples key concepts and glossary,Always preserve the nonconstant condition and count exactly n complex zeros only with multiplicity.
PC2E-TERM-0180,concept-linear-factorization-theorem,Linear Factorization Theorem,Teorema Faktorisasi Linear,,,polynomial factorization over complex numbers,formal,accepted,m49349 theorem section examples key concepts and glossary,State the leading coefficient and count repeated linear factors with multiplicity.
PC2E-TERM-0181,concept-descartes-rule-of-signs,Descartes’ Rule of Signs,Aturan Tanda Descartes,Aturan Descartes,,polynomial real-zero bounds,formal,accepted,m49349 theorem statement worked example exercises key concepts and glossary,
PC2E-TERM-0182,concept-zero-multiplicity,multiplicity,multiplisitas,,,polynomial zeros,formal,accepted,m49347-m49349 definitions worked examples graph behavior and independent mathematical review,Count repeated roots by multiplisitas; do not imply distinct roots.
PC2E-TERM-0183,concept-even-zero-graph-behavior,bounce off the x-axis,menyentuh sumbu x lalu berbalik arah,berbalik|seolah memantul,menyinggung as an exact parity criterion,polynomial graph behavior,formal,accepted,m49347 established prose plus independent m49349 mathematical review,Use Berbalik as the short figure label; memantul may appear only as an explanatory metaphor.
PC2E-TERM-0184,concept-odd-zero-graph-behavior,cross the x-axis,melintasi sumbu x,memotong sumbu x|melintas,,polynomial graph behavior,formal,accepted,m49347 established prose plus independent m49349 mathematical review,Use Melintas as the short figure label; melintasi explicitly conveys a side change.
PC2E-TERM-0185,concept-asymptote,asymptote,asimtot,,,rational functions,formal,accepted,m49351 section titles glossary and official Indonesian mathematical usage,Use asimtot consistently; preserve horizontal vertical and slant qualifiers.
PC2E-TERM-0186,concept-vertical-asymptote,vertical asymptote,asimtot vertikal,,,rational functions,formal,accepted,m49351 definitions examples figures and glossary,Use the full phrase in prose and accessibility text.
PC2E-TERM-0187,concept-horizontal-asymptote,horizontal asymptote,asimtot horizontal,,,rational functions,formal,accepted,m49351 definitions examples figures and glossary,Use the full phrase; do not shorten to garis horizontal when naming the concept.
PC2E-TERM-0188,concept-slant-asymptote,slant asymptote,asimtot miring,asimtot oblique,,rational functions,formal,accepted,m49351 cases examples figures and glossary,Use asimtot miring for the degree-difference-one case.
PC2E-TERM-0189,concept-removable-discontinuity,removable discontinuity,diskontinuitas yang dapat dihilangkan,diskontinuitas dapat dihapus,,rational functions,formal,accepted,m49351 definition examples figures and glossary,Use the complete preferred phrase; titik lubang is an explanatory visual synonym only.
PC2E-TERM-0190,concept-hole,hole,titik lubang,titik yang dapat dihilangkan,,rational functions,reader,accepted,m49351 graph discussion and glossary,Use titik lubang when referring to the open-circle feature; retain the formal term for the concept.
PC2E-TERM-0191,concept-radical-function,radical function,fungsi akar,fungsi radikal,,radicals and functions,formal,accepted,m49352 terminology QA plus official Kemdikbud student and advanced texts,Use fungsi akar as the preferred reader term; introduce fungsi akar (radikal) only as an optional first-use bridge and keep fungsi akar kuadrat and fungsi akar pangkat tiga for specific roots.
PC2E-TERM-0192,concept-direct-variation,direct variation,variasi langsung,hubungan berbanding lurus,,variation models,formal,accepted,m49353 definitions and official Kemdikbud convention perbandingan senilai,"Use variasi langsung as the named source concept; in explanatory prose translate varies directly as berbanding lurus."
PC2E-TERM-0193,concept-varies-directly,varies directly,berbanding lurus,bervariasi langsung,,variation models,reader,accepted,m49353 definitions examples and official Kemdikbud convention perbandingan senilai,Prefer the natural predicate berbanding lurus while retaining variasi langsung for the formal concept label.
PC2E-TERM-0194,concept-inverse-variation,inverse variation,variasi invers,hubungan berbanding terbalik,,variation models,formal,accepted,m49353 definitions and official Kemdikbud convention perbandingan berbalik nilai,"Use variasi invers as the named source concept; do not confuse it with inverse function."
PC2E-TERM-0195,concept-varies-inversely,varies inversely,berbanding terbalik,bervariasi secara invers,,variation models,reader,accepted,m49353 definitions examples and official Kemdikbud convention perbandingan berbalik nilai,Prefer the natural predicate berbanding terbalik.
PC2E-TERM-0196,concept-joint-variation,joint variation,variasi bersama,variasi gabungan,,variation models,formal,accepted,m49353 definition examples key concepts and glossary,Use variasi bersama when one dependent quantity varies with a product or quotient of multiple variables; reserve variasi gabungan for the broader combined case.
PC2E-TERM-0197,concept-constant-of-variation,constant of variation,konstanta variasi,konstanta perbandingan,,variation models,formal,accepted,m49353 definitions worked examples key equations and glossary,Use konstanta variasi consistently for k; explain it as the fixed ratio or product appropriate to the model.
PC2E-TERM-0198,concept-exponential-function,exponential function,fungsi eksponensial,,,exponential functions,formal,accepted,m49361 plus Kemdikbudristek 2024 and Universitas Jember 2019 direct field usage,Use fungsi eksponensial consistently for a function with the variable in the exponent.
PC2E-TERM-0199,concept-exponential-growth,exponential growth,pertumbuhan eksponensial,,,exponential functions,formal,accepted,m49361 plus Kemdikbudristek 2019 module and Universitas Jember 2019 calculus textbook,Use only when the positive-coefficient model has base greater than one or positive continuous rate.
PC2E-TERM-0200,concept-exponential-decay,exponential decay,peluruhan eksponensial,penyusutan eksponensial,,exponential functions,formal,accepted,m49361 plus Kemdikbudristek 2019 module and Universitas Jember 2019 calculus textbook,Prefer peluruhan for the named mathematical process; penyusutan may explain context-specific loss.
PC2E-TERM-0201,concept-growth-factor,growth factor,faktor pertumbuhan,,,exponential functions,formal,accepted,m49361 percent-change construction and glossary,Use for the multiplicative factor greater than one applied per interval.
PC2E-TERM-0202,concept-decay-factor,decay factor,faktor peluruhan,faktor penyusutan,,exponential functions,formal,accepted,m49361 percent-change construction and glossary,Use for the positive multiplicative factor below one applied per interval.
PC2E-TERM-0203,concept-compound-interest,compound interest,bunga majemuk,,,finance applications,formal,accepted,m49361 plus Kemdikbudristek 2019 module and Universitas Jember 2019 calculus textbook,Use bunga majemuk for accumulated interest calculated on principal plus prior interest.
PC2E-TERM-0204,concept-compounding,compounding,pemajemukan,proses bunga majemuk,,finance applications,formal,accepted,m49361 plus Universitas Jember 2019 calculus textbook,Use pemajemukan for the process and dimajemukkan for the passive verb.
PC2E-TERM-0205,concept-continuous-growth,continuous growth,pertumbuhan kontinu,pertumbuhan berkelanjutan,,continuous exponential models,formal,accepted,m49361 plus Universitas Jember 2019 continuous-compounding treatment,Use kontinu for the mathematical model governed by e to the rt.
PC2E-TERM-0206,concept-continuous-decay,continuous decay,peluruhan kontinu,peluruhan berkelanjutan,,continuous exponential models,formal,accepted,m49361 plus Universitas Jember 2019 exponential-decay treatment,Use kontinu consistently with the model parameter r less than zero.
PC2E-TERM-0207,concept-annual-percentage-rate,annual percentage rate (APR),suku bunga tahunan (APR),tingkat persentase tahunan,,finance applications,formal,accepted,m49361 compound-interest parameter list and key concepts,Retain APR in parentheses at first use because it is the source abbreviation.
PC2E-TERM-0208,concept-nominal-rate,nominal rate,suku bunga nominal,tingkat nominal,,finance applications,formal,accepted,m49361 continuous-compounding examples and glossary,Use suku bunga nominal when the stated annual rate differs from effective yield.
PC2E-TERM-0209,concept-parent-function,parent function,fungsi dasar,fungsi induk|fungsi acuan,fungsi orang tua,function transformations,formal,accepted,m49362 recurring transformation prose plus the established corpus convention for a base or toolkit function,Use fungsi dasar consistently for the untransformed reference function; retain fungsi induk and fungsi acuan only as recognized variants.
PC2E-TERM-0210,concept-logarithm,logarithm,logaritma,,,logarithmic functions,formal,accepted,m49363 definitions and Indonesian field-usage evidence already bound in TERMINOLOGY_QA_20260824.json,Use logaritma for the exponent required to obtain a number from a stated base.
PC2E-TERM-0211,concept-common-logarithm,common logarithm,logaritma umum,logaritma basis sepuluh,,logarithmic functions,formal,accepted,m49363 definitions plus Kemdikbudristek and Universitas Jember field usage,Use logaritma umum for base ten; explain the base explicitly at first useful occurrence.
PC2E-TERM-0212,concept-natural-logarithm,natural logarithm,logaritma natural,logaritma alami,,logarithmic functions,formal,accepted,m49363 definitions plus Kemdikbudristek and Universitas Jember field usage,Prefer logaritma natural for base e; logaritma alami is a recognized explanatory variant only.
PC2E-TERM-0213,concept-logarithmic-form,logarithmic form,bentuk logaritma,bentuk logaritmik,,logarithmic functions,formal,accepted,m49363 conversion objectives examples and direct Indonesian field usage,Use bentuk logaritma when contrasting an equation with its equivalent exponential form.
PC2E-TERM-0214,concept-exponential-form,exponential form,bentuk eksponensial,,,logarithmic functions,formal,accepted,m49363 conversion objectives examples and direct Indonesian field usage,Use bentuk eksponensial for an equivalent equation written with the variable in an exponent or as a power relation.
PC2E-TERM-0215,concept-logarithm-base,base,basis,alas,,logarithmic and exponential notation,formal,accepted,m49363 notation definitions and Indonesian mathematics convention,Use basis for the base of an exponential or logarithm; reject the literal geometric word alas in this scope.
PC2E-TERM-0216,concept-logarithm-argument,argument,argumen,masukan logaritma,,logarithmic functions,formal,accepted,m49363 common and natural logarithm sections plus Indonesian mathematical convention,Use argumen for the input expression of a logarithm; masukan logaritma may explain it at first use.
PC2E-TERM-0217,concept-properties-logarithms,Properties of Logarithms,sifat-sifat logaritma,identitas logaritma|hukum logaritma,,logarithm manipulation,formal,accepted,"2024 Kementerian Pendidikan advanced-mathematics textbook printed pp. 251-252 and m49365 section terminology","Prefer sifat-sifat logaritma for the collective topic; identitas logaritma is an attested formal variant, while hukum logaritma is retained as a source-facing variant."
PC2E-TERM-0218,concept-logarithm-product-rule,product rule for logarithms,aturan hasil kali logaritma,sifat hasil kali logaritma|sifat hasil kali,,logarithm manipulation,formal,accepted,"m49365 glossary and exact product identity corroborated by 2024 Kementerian Pendidikan advanced-mathematics textbook printed p. 251","Use aturan hasil kali logaritma in glossary definitions; shorter sifat hasil kali is acceptable in a section whose logarithmic scope is explicit."
PC2E-TERM-0219,concept-logarithm-quotient-rule,quotient rule for logarithms,aturan hasil bagi logaritma,sifat hasil bagi logaritma|sifat hasil bagi,,logarithm manipulation,formal,accepted,"m49365 glossary and exact quotient identity corroborated by 2024 Kementerian Pendidikan advanced-mathematics textbook printed p. 251","Use aturan hasil bagi logaritma in glossary definitions; shorter sifat hasil bagi is acceptable in an explicit logarithmic context."
PC2E-TERM-0220,concept-logarithm-power-rule,power rule for logarithms,aturan pangkat logaritma,sifat pangkat logaritma,,logarithm manipulation,formal,accepted,"m49365 glossary and exact power identity corroborated by 2024 Kementerian Pendidikan advanced-mathematics textbook printed p. 251",Keep aturan pangkat logaritma as the stable corpus term; the ministry source attests the identity under the collective label identitas logaritma.
PC2E-TERM-0221,concept-change-of-base-formula,change-of-base formula,rumus perubahan basis,formula perubahan basis,,logarithm manipulation,formal,accepted,"m49365 definition and formula corroborated by 2024 Kementerian Pendidikan advanced-mathematics textbook printed p. 251","The formula is independently attested; rumus perubahan basis remains the clear corpus label even though the fallback source does not name it separately."
PC2E-TERM-0222,concept-expand-logarithm,expand a logarithm,menguraikan logaritma,menjabarkan logaritma,,logarithm manipulation,instructional,provisional,m49365 objectives worked examples and glossary-adjacent usage,"Use menguraikan for rewriting one logarithm as a sum or difference; the inspected Indonesian field source supplies no competing named operation, so retain provisional status."
PC2E-TERM-0223,concept-condense-logarithm,condense logarithms,memadatkan logaritma,menggabungkan logaritma,,logarithm manipulation,instructional,provisional,m49365 objectives worked examples and glossary-adjacent usage,"Use memadatkan for rewriting a sum or difference as one logarithm; explain with menggabungkan where needed, and retain provisional status because the inspected field source does not name the operation."
PC2E-TERM-0224,concept-exponential-equation,exponential equation,persamaan eksponensial,,,exponential and logarithmic equations,formal,accepted,"m49366 title, abstract, objectives, definition, worked examples, and independent language QA","Use persamaan eksponensial for an equation in which the variable occurs in an exponent; do not confuse it with fungsi eksponensial."
PC2E-TERM-0225,concept-logarithmic-equation,logarithmic equation,persamaan logaritma,persamaan logaritmik,,exponential and logarithmic equations,formal,accepted,"m49366 title, abstract, objectives, and independent language QA","Prefer persamaan logaritma, matching fungsi logaritma; retain logaritmik only as a recognized adjectival variant."
PC2E-TERM-0226,concept-common-base,like bases,basis yang sama,basis serupa,basis umum,exponential equations,instructional,accepted,"m49366 abstract, first objective, worked examples, and independent language QA","Use basis yang sama when two expressions can be rewritten with one identical base; reject basis umum because it can be confused with logaritma umum."
PC2E-TERM-0227,concept-common-base,common base,basis yang sama,basis bersama,basis umum,exponential equations,instructional,accepted,"m49366 first objective, worked examples, and independent language QA","Map the source variants like bases and common base to one stable Indonesian form: basis yang sama."
PC2E-TERM-0228,concept-exact-answer,exact answer,jawaban eksak,nilai eksak,,equation solving,formal,accepted,"m49366 worked examples, try-it instructions, and independent language QA","Use jawaban eksak when the unsimplified logarithmic expression is retained before a decimal approximation."
PC2E-TERM-0229,concept-approximate-value,approximate value,nilai hampiran,aproksimasi,,equation solving,formal,accepted,"m49366 worked examples, practice instructions, and independent language QA","Use nilai hampiran for a numerical approximation and state the requested decimal precision explicitly."
PC2E-TERM-0230,concept-exponential-one-to-one-property,one-to-one property of exponential functions,sifat satu-ke-satu fungsi eksponensial,sifat injektif fungsi eksponensial,,exponential equations,formal,accepted,"existing accepted fungsi satu-ke-satu mapping plus m49366 eip-423 and independent mathematical-language QA","Use the explanatory satu-ke-satu form in introductory prose; the property permits equating exponents only after both sides have the same admissible base."
PC2E-TERM-0231,concept-logarithmic-one-to-one-property,one-to-one property of logarithms,sifat satu-ke-satu fungsi logaritma,sifat injektif fungsi logaritma,,logarithmic equations,formal,accepted,"existing accepted fungsi satu-ke-satu mapping plus corrected m49366 eip-237 and independent mathematical-language QA","Use the same canonical label in objectives and property boxes; the implication requires the same admissible logarithm base."
PC2E-TERM-0232,concept-properties-exponents,properties of exponents,sifat-sifat eksponen,hukum eksponen,,exponential equations,formal,accepted,"m49365 exponent review, m49366 first objective, and independent language QA","Use sifat-sifat eksponen for the collective rules used to rewrite both sides with the same base."
PC2E-TERM-0233,concept-extraneous-solution,extraneous solution,solusi semu,penyelesaian semu|solusi asing,solusi ekstran,equation solving,formal,accepted,"m49366 eip-604 domain check and Rafli et al. 2025 DOI 10.23969/jp.v10i03.33165 explicitly glossing solusi semu (extraneous solution)","Use solusi semu for an algebraic candidate that fails the original equation or its domain conditions; verify candidates in the original equation."
PC2E-TERM-0234,concept-exponent-power-property,Power Property,Sifat Pangkat,sifat pangkat dari perpangkatan|sifat memangkatkan perpangkatan,,exponent rules,formal,accepted,"m49365 eip-idm200374592 and eip-73 plus m49366 eip-687 and independent terminology QA","Use Sifat Pangkat for the power-of-a-power identity (a^m)^n=a^(mn); distinguish it from aturan pangkat logaritma in PC2E-TERM-0220."
PC2E-TERM-0235,concept-distributive-property,distributive law,sifat distributif,hukum distributif,,algebraic properties,formal,accepted,"m49301 and m49335 established usage plus m49366 eip-id1165137673370 and independent terminology QA","Use sifat distributif for distributing multiplication over addition or subtraction; retain hukum distributif only as a recognized variant."
PC2E-TERM-0236,concept-half-life,half-life,waktu paruh,masa paruh,,radioactive decay,formal,accepted,"m49366 term-00007 and Table_04_06_001 plus independent language and terminology QA","Use waktu paruh for the time required for half of a radioactive sample to decay; retain masa paruh only as a recognized variant."
PC2E-TERM-0237,concept-radioactive-decay,radioactive decay,peluruhan radioaktif,decay radioaktif,,exponential applications,formal,accepted,"accepted m49361 eip-677 usage plus m49366 eip-247 and independent language QA","Use peluruhan radioaktif for radioactive decrease modeled exponentially; do not confuse it with the broader peluruhan eksponensial."
PC2E-TERM-0238,concept-sound-intensity-level,sound intensity level,taraf intensitas bunyi,tingkat intensitas bunyi|taraf intensitas suara,taraf desibel,sound measurement,formal,accepted,"m49367 eip-185 and independent language physics QA","Use taraf intensitas bunyi for the logarithmic dB quantity; reserve intensitas bunyi for I in W/m² and avoid the noncanonical phrase taraf desibel."
PC2E-TERM-0239,concept-decibel,decibel,desibel,,,sound measurement,formal,accepted,"m49367 eip-185 and standard Indonesian scientific spelling","Use symbol dB unchanged and desibel in prose."
PC2E-TERM-0240,concept-logarithmic-scale,logarithmic scale,skala logaritmik,skala logaritma,,logarithmic models,formal,accepted,"m49367 eip-738 plus established m49363 corpus usage and independent language QA","Use the adjective logaritmik when a scale has logarithmic structure."
PC2E-TERM-0241,concept-earthquake-magnitude,earthquake magnitude,magnitudo gempa bumi,besar gempa bumi,,earthquake models,formal,accepted,"m49367 eip-738 eip-436 and independent mathematical-language QA","Use magnitudo for the logarithmic earthquake measure; distinguish it from felt-intensity scales."
PC2E-TERM-0242,concept-reference-intensity,reference intensity,intensitas acuan,,,sound and earthquake-ratio models,formal,accepted,"m49367 eip-253 eip-738 eip-436 and independent physics QA","State I as an intensity ratio against an acuan when it appears inside a logarithm; this keeps the logarithm dimensionless."
PC2E-TERM-0243,concept-doubling-time,doubling time,waktu penggandaan,waktu pelipatan ganda,,exponential growth,formal,accepted,"m49367 fs-id1165135169375 and independent mathematical-language QA","Use waktu penggandaan for the time required by an exponentially growing quantity to become twice its initial amount."
PC2E-TERM-0244,concept-order-of-magnitude,order of magnitude,orde besaran,tingkat besaran,,scientific notation,formal,accepted,"m49367 fs-id1165137414501 and independent mathematical-language QA","Use orde besaran for the power of ten associated with a number written in normalized scientific notation."
PC2E-TERM-0245,concept-radioactive-isotope,radioactive isotope,isotop radioaktif,,,nuclear decay,formal,accepted,"m49367 fs-id1165137803583 and established Indonesian scientific morphology","Use isotop radioaktif for an isotope whose unstable nuclei undergo radioactive decay."
PC2E-TERM-0246,concept-decay-rate,decay rate,laju peluruhan,konstanta peluruhan,,exponential decay,formal,accepted,"m49367 fs-id1165137418076 and half-life derivation","Use laju peluruhan for the signed exponential rate k in general prose; use konstanta peluruhan only where the convention explicitly defines a positive lambda with k=-lambda."
PC2E-TERM-0247,concept-radiocarbon-dating,radiocarbon dating,penanggalan radiokarbon,penanggalan karbon,,archaeometry and radioactive decay,formal,accepted,"m49367 term-00012 and standard Indonesian scientific formation","Use penanggalan radiokarbon for dating organic material through its carbon-14 content."
PC2E-TERM-0248,concept-liquid-scintillation,liquid scintillation,sintilasi cair,,,radiometric measurement,formal,accepted,"m49367 fs-id1165137841700 and Indonesian laboratory terminology","Use sintilasi cair for the measurement method; do not translate scintillation as a generic flicker."
PC2E-TERM-0249,concept-cesium-137,Cesium-137,sesium-137,caesium-137,,radioactive isotopes,formal,accepted,"m49367 ti_04_07_02 and Indonesian element nomenclature","Use sesium for chemical element Cs in Indonesian prose; retain the isotope number and symbol unchanged."
PC2E-TERM-0250,concept-moores-law,Moore's Law,Hukum Moore,,,exponential technology models,formal,accepted,"m49367 Example_04_07_04 and standard Indonesian technology usage","Preserve Moore as a proper name and translate Law as Hukum; the 2013 slowdown statement remains source-dated rather than presented as current evidence."
PC2E-TERM-0251,concept-newtons-law-of-cooling,Newton's Law of Cooling,Hukum Pendinginan Newton,,,temperature models,formal,accepted,"m49366 fs-id1165137734988; m49367 fs-id1165137854981; independent mathematical-language QA","Preserve Newton as a proper name and use pendinginan for temperature decrease toward the ambient temperature."
PC2E-TERM-0252,concept-ambient-temperature,ambient temperature,suhu lingkungan,suhu lingkungan sekitar|suhu sekitar,,temperature models,formal,accepted,"m49366 fs-id1165137734988; m49367 fs-id1165137854981; independent mathematical-language QA","Use suhu lingkungan as the concise default for the asymptotic surrounding temperature; longer variants remain acceptable when prose requires them."
PC2E-TERM-0253,concept-continuous-cooling-rate,continuous rate of cooling,laju pendinginan kontinu,laju pendinginan,,temperature models,formal,accepted,"m49367 fs-id1165137854981 and exact formula audit","In the form T(t)=Ae^(kt)+T_s cooling requires k<0; in the alternate form T(t)=T_s+(T_0-T_s)e^(-kt) the named rate k is conventionally positive."
PC2E-TERM-0254,concept-logistic-growth-model,logistic growth model,model pertumbuhan logistik,model logistik,,bounded population models,formal,accepted,"m49367 fs-id1165137737677; independent mathematical-language QA","Use model pertumbuhan logistik for the full named model and model logistik only as a concise subsequent reference."
PC2E-TERM-0255,concept-carrying-capacity,carrying capacity,daya dukung,kapasitas dukung,kapasitas pembawa,bounded population models,formal,accepted,"m49367 fs-id1165137737677; Indonesian ecology usage; exact asymptote audit","Use daya dukung for the upper asymptotic population supported by the environment; do not translate it literally as kapasitas pembawa."
PC2E-TERM-0256,concept-limiting-value,limiting value,nilai batas,limit nilai,,limits and bounded models,formal,accepted,"m49367 fs-id1165137737677; exact model audit","Use nilai batas for the value approached by the model; distinguish it from the operation or concept limit when that distinction matters."
PC2E-TERM-0257,concept-point-maximum-growth-rate,point of maximum growth rate,titik laju pertumbuhan maksimum,titik pertumbuhan maksimum,,logistic growth,formal,accepted,"m49367 fs-id1165137737677; exact inflection-point audit","The point is where the rate of growth is maximal, at (ln(a)/b,c/2); retain laju in explanatory prose to avoid implying a maximum population value."
PC2E-TERM-0258,concept-communicable-disease,communicable disease,penyakit menular,,,epidemiological models,formal,accepted,"m49367 fs-id1165137737677; Indonesian public-health usage","Use penyakit menular for a disease transmissible within a population."
PC2E-TERM-0259,concept-virus-strain,strain,galur virus,galur,,epidemiological models,formal,accepted,"m49367 fs-id1165137737677; Indonesian biological usage","Use galur virus when the referent is a distinct influenza-virus strain; galur alone is acceptable only when the referent is already explicit."
PC2E-TERM-0260,concept-concavity,concavity,kecekungan,,,function graphs and model selection,formal,accepted,"m49367 fs-id1165135511570; Indonesian calculus usage","Use kecekungan for the curvature property; qualify the model family when a concavity claim is not true for arbitrary reflections or parameter signs."
PC2E-TERM-0261,concept-concave-up,concave up,cekung ke atas,,,function graphs and model selection,formal,accepted,"m49367 fs-id1165135511570; Indonesian calculus usage","Use cekung ke atas for positive second-derivative curvature in the relevant interval."
PC2E-TERM-0262,concept-concave-down,concave down,cekung ke bawah,,,function graphs and model selection,formal,accepted,"m49367 fs-id1165135511570; Indonesian calculus usage","Use cekung ke bawah for negative second-derivative curvature in the relevant interval."
PC2E-TERM-0263,concept-inflection-point,point of inflection,titik belok,,,function graphs and logistic models,formal,accepted,"m49367 fs-id1165135511570; Indonesian calculus usage","Use titik belok only where concavity changes; distinguish it from titik balik, which denotes a turning point or local-direction reversal."
PC2E-TERM-0264,concept-raw-data,raw data,data mentah,,,data modeling,formal,accepted,"m49367 fs-id1165135511570; Indonesian statistics usage","Use data mentah for observations before transformation, aggregation, or model fitting."
PC2E-TERM-0265,concept-regression-analysis,regression analysis,analisis regresi,,,data modeling,formal,accepted,"m49367 fs-id1165135511570; established Indonesian statistics usage","Use analisis regresi for fitting a model to data; retain more specific registered regression terms where the method is named."
PC2E-TERM-0266,concept-round-off-error,round-off error,galat pembulatan,kesalahan pembulatan,,numerical computation,formal,accepted,"m49367 fs-id1165135511570; Indonesian numerical-analysis usage","Use galat pembulatan in formal mathematical prose; choosing separated points may reduce its impact in this construction but is not a universal guarantee."
PC2E-TERM-0267,concept-elementary-function,elementary function,fungsi elementer,fungsi dasar,,function classification,formal,accepted,"m49367 fs-id1165135511570; Indonesian mathematics usage","Use fungsi elementer for functions built from standard algebraic, exponential, logarithmic, trigonometric, and inverse operations."
PC2E-TERM-0268,concept-therapeutic-drug,therapeutic drug,obat terapeutik,,,medical decay-model scenario,formal,accepted,"m49367 fs-id1165135456884; Indonesian pharmacological usage","Use obat terapeutik for a drug administered for treatment; do not translate therapeutic as a claim about the mathematical model."
PC2E-TERM-0269,concept-iodine-125,Iodine-125,iodin-125,yodium-125,,radioactive-decay scenario,formal,accepted,"m49367 fs-id1165135456884; Indonesian chemical nomenclature","Use iodin-125 for the isotope name; preserve the nuclide number and lowercase common-noun form in running prose."
PC2E-TERM-0270,concept-moment-magnitude-scale,Moment Magnitude Scale,skala magnitudo momen,skala MMS,,earthquake magnitude,formal,accepted,"m49367 fs-id1165135456884; Indonesian seismological usage","Use skala magnitudo momen and retain MMS when the source uses the abbreviation."
PC2E-TERM-0271,concept-vacuum-cleaner,Vacuum,penyedot debu,vakum,,sound-intensity scenario,formal,accepted,"m49367 fs-id1165135456884; value 10^-4 W/m^2 identifies the appliance","Translate the source label Vacuum as penyedot debu in this sound-intensity list; a physical vacuum does not emit the modeled sound intensity."
PC2E-TERM-0272,concept-cricket-chirp,cricket chirp,kicauan jangkrik,derikan jangkrik,,scatterplot and regression contexts,formal,accepted,"m49327 Example_02_04_01 and localized Figure_02_04_002; m49368 Example_04_03_01 and PC2E-ASSET-ID-0127","Use kicauan jangkrik for the repeated cricket-temperature dataset so prose accessibility text tables and localized figures remain consistent across modules."
PC2E-TERM-0273,concept-exponential-regression,exponential regression,regresi eksponensial,,,statistical modeling,formal,accepted,"m49361 recurring prose; m49368 fs-id1424609 and independent semantic QA","Use regresi eksponensial for fitting an exponential model to paired data; retain the calculator command ExpReg literally."
PC2E-TERM-0274,concept-coefficient-of-determination,coefficient of determination,koefisien determinasi,,,statistics and regression,formal,accepted,"m49368 fs-id1365833 and independent mathematical QA","Use koefisien determinasi for r squared; do not call r squared a correlation coefficient."
PC2E-TERM-0275,concept-goodness-of-fit,goodness of fit,tingkat kesesuaian,kecocokan model,tingkat kecocokan,regression model evaluation,formal,accepted,"m49368 fs-id1365833 and independent terminology QA","Use tingkat kesesuaian for the degree to which a regression model fits observed data; kecocokan model may be explanatory prose."
PC2E-TERM-0276,concept-exponential-pattern,exponential pattern,pola eksponensial,,,statistical modeling and data recognition,formal,accepted,"m49368 fs-id1375157 and independent semantic QA","Use pola eksponensial when observed data exhibit the shape expected of exponential growth or decay; this does not by itself prove a unique causal model."
PC2E-TERM-0277,concept-relative-risk,relative risk,risiko relatif,,,probability epidemiology and risk modeling,formal,accepted,"m49368 Example_04_08_01 and independent semantic QA","Use risiko relatif for the ratio of an exposed-event probability to the comparison probability; express a value such as 26.35 as a 26.35-fold risk rather than an additive times-more claim."
PC2E-TERM-0278,concept-blood-alcohol-level,blood alcohol level (BAC),kadar alkohol dalam darah (BAC),konsentrasi alkohol dalam darah (BAC),,risk-model scenario,formal,accepted,"m49368 Example_04_08_01 and Indonesian medical usage","Use kadar alkohol dalam darah in learner-facing prose and preserve the source abbreviation BAC and numerical values."
PC2E-TERM-0279,concept-scientific-notation,scientific notation,notasi ilmiah,,,numerical representation,formal,accepted,"m49368 Example_04_08_01 and established Indonesian mathematics usage","Use notasi ilmiah for powers-of-ten number representation; retain literal calculator E notation where the source displays a calculator result."
